cfr_title,cfr_part,part_heading,term
2,2205,Implementation of and exemptions to 2 CFR,Administrative practice and procedure
2,2205,Implementation of and exemptions to 2 CFR,Government contracts
2,2205,Implementation of and exemptions to 2 CFR,Grants administration
2,2205,Implementation of and exemptions to 2 CFR,Loan programs
2,2205,Implementation of and exemptions to 2 CFR,Scholarships and fellowships
2,2245,Requirements for drug-free workplace (financial assistance),Administrative practice and procedure
2,2245,Requirements for drug-free workplace (financial assistance),Drug abuse
2,2245,Requirements for drug-free workplace (financial assistance),Grant programs
2,2245,Requirements for drug-free workplace (financial assistance),Reporting and recordkeeping requirements
2,2300,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Accounting
2,2300,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Administrative practice and procedure
2,2300,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Government contracts
2,2300,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Grants administration
2,2300,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Loan programs
2,2300,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Scholarships and fellowships
2,2336,Nonprocurement debarment and suspension,Administrative practice and procedure
2,2336,Nonprocurement debarment and suspension,Grant programs
2,2336,Nonprocurement debarment and suspension,Reporting and recordkeeping requirements
2,2339,Requirements for drug-free workplace (financial assistance),Administrative practice and procedure
2,2339,Requirements for drug-free workplace (financial assistance),Drug abuse
2,2339,Requirements for drug-free workplace (financial assistance),Grant programs
2,2339,Requirements for drug-free workplace (financial assistance),Reporting and recordkeeping requirements
2,2400,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Accounting
2,2400,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Administrative practice and procedure
2,2400,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Government contracts
2,2400,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Grants administration
2,2400,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Loan programs
2,2400,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Scholarships and fellowships
2,2424,Nonprocurement debarment and suspension,Administrative practice and procedure
2,2424,Nonprocurement debarment and suspension,Grant programs
2,2424,Nonprocurement debarment and suspension,Reporting and recordkeeping requirements
2,2429,Requirements for drug-free workplace (financial assistance),Administrative practice and procedure
2,2429,Requirements for drug-free workplace (financial assistance),Drug abuse
2,2429,Requirements for drug-free workplace (financial assistance),Grant programs
2,2429,Requirements for drug-free workplace (financial assistance),Reporting and recordkeeping requirements
2,2500,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Accounting
2,2500,"Uniform administrative requirements, cost principles, and audit requirements for Federal awards",Administrative practice and procedure
