cfr_title,cfr_part,part_heading,term
25,117,Deposit and expenditure of individual funds of members of the Osage Tribe of Indians who do not have certificates of competency,Indians-business and finance
25,122,Management of Osage judgment funds for education,Indians-claims
25,122,Management of Osage judgment funds for education,Indians-education
25,122,Management of Osage judgment funds for education,Indians-judgment funds
25,122,Management of Osage judgment funds for education,Reporting and recordkeeping requirements
25,124,Deposits of proceeds from lands withdrawn for native selection,Alaska
25,124,Deposits of proceeds from lands withdrawn for native selection,Indians-claims
25,134,Partial payment construction charges on Indian irrigation projects,Indians-lands
25,134,Partial payment construction charges on Indian irrigation projects,Irrigation
25,134,Partial payment construction charges on Indian irrigation projects,Indians-lands
25,135,"Construction assessments, Crow Indian irrigation project",Irrigation
25,136,"Fort Hall Indian irrigation project, Idaho",Indians-lands
25,136,"Fort Hall Indian irrigation project, Idaho",Irrigation
25,137,"Reimbursement of construction costs, San Carlos Indian irrigation project, Arizona",Indians-lands
25,137,"Reimbursement of construction costs, San Carlos Indian irrigation project, Arizona",Irrigation
25,138,"Reimbursement of construction costs, Ahtanum Unit, Wapato Indian irrigation project, Washington",Indians-lands
25,138,"Reimbursement of construction costs, Ahtanum Unit, Wapato Indian irrigation project, Washington",Irrigation
25,139,"Reimbursement of construction costs Wapato-Satus Unit, Wapato Indian irrigation project, Washington",Indians-lands
25,139,"Reimbursement of construction costs Wapato-Satus Unit, Wapato Indian irrigation project, Washington",Irrigation
25,140,Licensed Indian traders,Business and industry
25,140,Licensed Indian traders,Indians
25,140,Licensed Indian traders,Penalties
25,141,"Business practices on the Navajo, Hopi and Zuni Reservations",Business and industry
25,141,"Business practices on the Navajo, Hopi and Zuni Reservations",Credit
25,141,"Business practices on the Navajo, Hopi and Zuni Reservations",Indians-business and finance
25,141,"Business practices on the Navajo, Hopi and Zuni Reservations",Penalties
25,141,"Business practices on the Navajo, Hopi and Zuni Reservations",Reporting and recordkeeping requirements
25,142,Alaska resupply operation,Alaska
25,142,Alaska resupply operation,Indians
25,142,Alaska resupply operation,Vessels
25,143,Charges for goods and services provided to non-Federal users,Government contracts
25,143,Charges for goods and services provided to non-Federal users,Indians
25,150,Record of Title to Indian land,Indians-lands
25,151,Land acquisitions,Indians-lands
25,151,Land acquisitions,Reporting and recordkeeping requirements
25,152,"Issuance of patents in fee, certificates of competency, removal of restrictions, and sale of certain Indian lands",Indians-lands
25,153,Determination of competency: Crow Indians,Indians-lands
25,158,Osage lands,Indians-lands
25,159,"Sale of irrigable lands, special water contract requirements",Indians-lands
25,159,"Sale of irrigable lands, special water contract requirements",Irrigation
25,160,Inclusion of liens in all patents and instruments executed,Indians-lands
25,160,Inclusion of liens in all patents and instruments executed,Irrigation
25,161,Navajo partitioned lands grazing permits,Grazing lands
25,161,Navajo partitioned lands grazing permits,Indians-lands
25,161,Navajo partitioned lands grazing permits,Livestock
25,162,Leases and permits,Indians-lands
25,163,General forestry regulations,Education
25,163,General forestry regulations,Forests and forest products
25,163,General forestry regulations,Indians-lands
25,166,Grazing permits,Grazing lands
25,166,Grazing permits,Indians-lands
25,166,Grazing permits,Livestock
25,167,Navajo grazing regulations,Grazing lands
25,167,Navajo grazing regulations,Indians-lands
25,167,Navajo grazing regulations,Livestock
25,168,Grazing regulations for the Hopi partitioned lands area,Grazing lands
25,168,Grazing regulations for the Hopi partitioned lands area,Indians-lands
25,168,Grazing regulations for the Hopi partitioned lands area,Livestock
25,168,Grazing regulations for the Hopi partitioned lands area,Reporting and recordkeeping requirements
25,169,Rights-of-way over Indian land,Indians-lands
25,169,Rights-of-way over Indian land,Reporting and recordkeeping requirements
25,169,Rights-of-way over Indian land,Rights-of-way
25,170,Tribal Transportation Program,Highways and roads
25,170,Tribal Transportation Program,Indians-lands
25,171,Irrigation operation and maintenance,Indians-lands
25,171,Irrigation operation and maintenance,Irrigation
25,172,"Pueblo Indian lands benefited by irrigation and drainage works of Middle Rio Grande Conservancy District, New Mexico",Indians-lands
25,172,"Pueblo Indian lands benefited by irrigation and drainage works of Middle Rio Grande Conservancy District, New Mexico",Irrigation
25,173,"Concessions, permits and leases on lands withdrawn or acquired in connection with Indian irrigation projects",Concessions
25,173,"Concessions, permits and leases on lands withdrawn or acquired in connection with Indian irrigation projects",Indians-lands
25,173,"Concessions, permits and leases on lands withdrawn or acquired in connection with Indian irrigation projects",Irrigation
25,175,Electric power utilities,Administrative practice and procedure
25,175,Electric power utilities,Electric power
25,175,Electric power utilities,Indians-lands
25,175,Electric power utilities,Reporting and recordkeeping requirements
25,179,Life estates and future interests,Estates
25,179,Life estates and future interests,Indians-lands
25,181,Indian Highway Safety Program,Grant programs-Indians
25,181,Indian Highway Safety Program,Highway safety
25,181,Indian Highway Safety Program,Indians
25,183,Use and distribution of the San Carlos Apache Tribe Development Trust Fund and San Carlos Apache Tribe Lease Fund,Accounting
25,183,Use and distribution of the San Carlos Apache Tribe Development Trust Fund and San Carlos Apache Tribe Lease Fund,Indians-business and finance
25,183,Use and distribution of the San Carlos Apache Tribe Development Trust Fund and San Carlos Apache Tribe Lease Fund,Reporting and recordkeeping requirements
25,200,Terms and conditions: Coal leases,Indians-lands
25,200,Terms and conditions: Coal leases,Mineral resources
25,200,Terms and conditions: Coal leases,Surface mining
25,211,Leasing of tribal lands for mineral development,Geothermal energy
25,211,Leasing of tribal lands for mineral development,Indians-lands
25,211,Leasing of tribal lands for mineral development,Mineral resources
25,211,Leasing of tribal lands for mineral development,Mines
25,211,Leasing of tribal lands for mineral development,Oil and gas exploration
25,211,Leasing of tribal lands for mineral development,Reporting and recordkeeping requirements
25,212,Leasing of allotted lands for mineral development,Indians-lands
25,212,Leasing of allotted lands for mineral development,Mineral resources
25,212,Leasing of allotted lands for mineral development,Mines
25,212,Leasing of allotted lands for mineral development,Oil and gas exploration
25,212,Leasing of allotted lands for mineral development,Reporting and recordkeeping requirements
25,213,"Leasing of restricted lands of members of Five Civilized Tribes, Oklahoma, for mining",Indians-lands
25,213,"Leasing of restricted lands of members of Five Civilized Tribes, Oklahoma, for mining",Mineral resources
25,213,"Leasing of restricted lands of members of Five Civilized Tribes, Oklahoma, for mining",Mines
25,213,"Leasing of restricted lands of members of Five Civilized Tribes, Oklahoma, for mining",Oil and gas exploration
25,213,"Leasing of restricted lands of members of Five Civilized Tribes, Oklahoma, for mining",Reporting and recordkeeping requirements
25,214,"Leasing of Osage Reservation lands, Oklahoma, for mining, except oil and gas",Indians-lands
25,214,"Leasing of Osage Reservation lands, Oklahoma, for mining, except oil and gas",Mineral resources
25,214,"Leasing of Osage Reservation lands, Oklahoma, for mining, except oil and gas",Mines
25,214,"Leasing of Osage Reservation lands, Oklahoma, for mining, except oil and gas",Reporting and recordkeeping requirements
25,215,"Lead and zinc mining operations and leases, Quapaw Agency",Indians-lands
25,215,"Lead and zinc mining operations and leases, Quapaw Agency",Mineral resources
25,215,"Lead and zinc mining operations and leases, Quapaw Agency",Mines
25,215,"Lead and zinc mining operations and leases, Quapaw Agency",Reporting and recordkeeping requirements
25,215,"Lead and zinc mining operations and leases, Quapaw Agency",Zinc
25,216,"Surface exploration, mining, and reclamation of lands",Environmental protection
25,216,"Surface exploration, mining, and reclamation of lands",Indians-lands
25,216,"Surface exploration, mining, and reclamation of lands",Mineral resources
25,216,"Surface exploration, mining, and reclamation of lands",Mines
25,216,"Surface exploration, mining, and reclamation of lands",Surety bonds
25,217,"Management of tribal assets of Ute Indian Tribe, Uintah and Ouray Reservation, Utah, by the Tribe and the Ute Distribution Corp",Indians-claims
25,217,"Management of tribal assets of Ute Indian Tribe, Uintah and Ouray Reservation, Utah, by the Tribe and the Ute Distribution Corp",Indians-lands
25,217,"Management of tribal assets of Ute Indian Tribe, Uintah and Ouray Reservation, Utah, by the Tribe and the Ute Distribution Corp",Mineral resources
25,224,Tribal energy resource agreements under the Indian Tribal Energy Development and Self Determination Act,Administrative practice and procedure
25,224,Tribal energy resource agreements under the Indian Tribal Energy Development and Self Determination Act,Energy
25,224,Tribal energy resource agreements under the Indian Tribal Energy Development and Self Determination Act,Indians
25,224,Tribal energy resource agreements under the Indian Tribal Energy Development and Self Determination Act,Indians-business and finance
25,224,Tribal energy resource agreements under the Indian Tribal Energy Development and Self Determination Act,Indians-lands
25,224,Tribal energy resource agreements under the Indian Tribal Energy Development and Self Determination Act,Indians-tribal government
25,224,Tribal energy resource agreements under the Indian Tribal Energy Development and Self Determination Act,Reporting and recordkeeping requirements
25,224,Tribal energy resource agreements under the Indian Tribal Energy Development and Self Determination Act,Rights-of-way
25,224,Tribal energy resource agreements under the Indian Tribal Energy Development and Self Determination Act,Trusts and trustees
25,225,"Oil and gas, geothermal, and solid minerals agreements",Geothermal energy
25,225,"Oil and gas, geothermal, and solid minerals agreements",Indians-lands
25,225,"Oil and gas, geothermal, and solid minerals agreements",Mineral resources
25,225,"Oil and gas, geothermal, and solid minerals agreements",Mines
25,225,"Oil and gas, geothermal, and solid minerals agreements",Oil and gas exploration
25,225,"Oil and gas, geothermal, and solid minerals agreements",Penalties
25,225,"Oil and gas, geothermal, and solid minerals agreements",Reporting and recordkeeping requirements
25,225,"Oil and gas, geothermal, and solid minerals agreements",Surety bonds
25,226,Leasing of Osage Reservation lands for oil and gas mining,Indians-lands
25,227,"Leasing of certain lands in Wind River Indian Reservation, Wyoming, for oil and gas mining",Indians-lands
25,227,"Leasing of certain lands in Wind River Indian Reservation, Wyoming, for oil and gas mining",Mineral resources
25,227,"Leasing of certain lands in Wind River Indian Reservation, Wyoming, for oil and gas mining",Mines
25,227,"Leasing of certain lands in Wind River Indian Reservation, Wyoming, for oil and gas mining",Oil and gas exploration
25,227,"Leasing of certain lands in Wind River Indian Reservation, Wyoming, for oil and gas mining",Reporting and recordkeeping requirements
25,241,Indian fishing in Alaska,Alaska
25,241,Indian fishing in Alaska,Fisheries
25,241,Indian fishing in Alaska,Fishing
25,241,Indian fishing in Alaska,Indians-business and finance
25,242,Commercial fishing on Red Lake Indian Reservation,Fisheries
25,242,Commercial fishing on Red Lake Indian Reservation,Indians-business and finance
25,243,Reindeer in Alaska,Indians
25,243,Reindeer in Alaska,Livestock
25,247,Use of Columbia River treaty fishing access sites,Fisheries
25,247,Use of Columbia River treaty fishing access sites,Fishing
25,247,Use of Columbia River treaty fishing access sites,Indians
25,248,Use of Columbia River Indian in-lieu fishing sites,Fishing
25,248,Use of Columbia River Indian in-lieu fishing sites,Indians
25,249,Off-reservation treaty fishing,Fishing
25,249,Off-reservation treaty fishing,Indians
25,256,Housing Improvement Program (HIP),Grant programs-housing and community development
25,256,Housing Improvement Program (HIP),Grant programs-Indians
25,256,Housing Improvement Program (HIP),Housing
25,256,Housing Improvement Program (HIP),Indians
25,256,Housing Improvement Program (HIP),Reporting and recordkeeping requirements
25,262,Protection of archaeological resources,Historic preservation
25,262,Protection of archaeological resources,Indians-lands
25,265,Establishment of roadless and wild areas on Indian reservations,Indians-lands
25,265,Establishment of roadless and wild areas on Indian reservations,Wilderness areas
25,273,Education contracts under Johnson-O'Malley Act,Elementary and secondary education
25,273,Education contracts under Johnson-O'Malley Act,Government contracts
25,273,Education contracts under Johnson-O'Malley Act,Grant programs-Indians
25,273,Education contracts under Johnson-O'Malley Act,Indians-education
25,273,Education contracts under Johnson-O'Malley Act,Reporting and recordkeeping requirements
25,273,Education contracts under Johnson-O'Malley Act,Schools
25,275,Staffing,Government employees
25,275,Staffing,Indians
25,276,Uniform administrative requirements for grants,Grant programs-Indians
25,276,Uniform administrative requirements for grants,Indians
25,276,Uniform administrative requirements for grants,Reporting and recordkeeping requirements
25,286,Indian Business Development Program,Grant programs-business
25,286,Indian Business Development Program,Grant programs-Indians
25,286,Indian Business Development Program,Indians-business and finance
25,286,Indian Business Development Program,Reporting and recordkeeping requirements
25,290,Tribal revenue allocation plans,Gambling
25,290,Tribal revenue allocation plans,Indians-business and finance
25,290,Tribal revenue allocation plans,Reporting and recordkeeping requirements
25,291,Class III gaming procedures,Gambling
25,291,Class III gaming procedures,Indians-business and finance
25,291,Class III gaming procedures,Reporting and recordkeeping requirements
25,292,"Gaming on trust lands acquired after October 17, 1988",Gambling
25,292,"Gaming on trust lands acquired after October 17, 1988",Indians-business and finance
25,293,Class III Tribal State Gaming Compact,Gambling
25,293,Class III Tribal State Gaming Compact,Indians-business and finance
25,293,Class III Tribal State Gaming Compact,Indians-tribal government
25,293,Class III Tribal State Gaming Compact,State and local governments
25,301,"Navajo, Pueblo, and Hopi silver and turquoise products; standards",Indians-arts and crafts
25,301,"Navajo, Pueblo, and Hopi silver and turquoise products; standards",Trademarks
25,304,"Navajo, Pueblo, and Hopi silver, use of Government mark",Indians-arts and crafts
25,304,"Navajo, Pueblo, and Hopi silver, use of Government mark",Trademarks
25,307,Navajo all-wool woven fabrics; use of Government certificate of genuineness,Indians-arts and crafts
25,307,Navajo all-wool woven fabrics; use of Government certificate of genuineness,Textiles
25,307,Navajo all-wool woven fabrics; use of Government certificate of genuineness,Trademarks
25,307,Navajo all-wool woven fabrics; use of Government certificate of genuineness,Wool
25,308,Regulations for use of certificates of the Indian Arts and Crafts Board to be attached to their trade-marks by Indian enterprises concerned with the production and sale of genuine handicrafts,Indian arts and crafts
25,308,Regulations for use of certificates of the Indian Arts and Crafts Board to be attached to their trade-marks by Indian enterprises concerned with the production and sale of genuine handicrafts,Trademarks
25,309,Protection of Indian arts and crafts products,Indians-arts and crafts
25,309,Protection of Indian arts and crafts products,Penalties
25,310,Use of Government marks of genuineness for Alaskan Indian and Alaskan Eskimo hand-made products,Indians-arts and crafts
25,310,Use of Government marks of genuineness for Alaskan Indian and Alaskan Eskimo hand-made products,Trademarks
25,501,Purpose and scope of this chapter,Gambling
25,501,Purpose and scope of this chapter,Indians-lands
25,502,Definitions of this chapter,Gambling
25,502,Definitions of this chapter,Indians-lands
25,503,Commission information collection requirements under the Paperwork Reduction Act: OMB control numbers and expiration dates,Reporting and recordkeeping requirements
25,513,Debt collection,Claims
25,513,Debt collection,Gambling
25,513,Debt collection,Government employees
25,513,Debt collection,Income taxes
25,513,Debt collection,Wages
25,514,Fees,Fees
25,514,Fees,Gambling
25,514,Fees,Indians-lands
25,514,Fees,Indians-tribal government
25,514,Fees,Reporting and recordkeeping requirements
25,515,Privacy Act procedures,Administrative practice and procedure
25,515,Privacy Act procedures,Privacy
25,515,Privacy Act procedures,Reporting and recordkeeping requirements
25,516,Testimony of commissioners and employees and former commissioners and former employees respecting official duties; response to subpoena,Administrative practice and procedure
25,516,Testimony of commissioners and employees and former commissioners and former employees respecting official duties; response to subpoena,Courts
25,516,Testimony of commissioners and employees and former commissioners and former employees respecting official duties; response to subpoena,Gambling
25,516,Testimony of commissioners and employees and former commissioners and former employees respecting official duties; response to subpoena,Indians-lands
25,516,Testimony of commissioners and employees and former commissioners and former employees respecting official duties; response to subpoena,Reporting and recordkeeping requirements
25,517,Freedom of Information Act procedures,Freedom of information
25,518,Self regulation of Class II gaming,Administrative practice and procedure
25,518,Self regulation of Class II gaming,Gambling
25,518,Self regulation of Class II gaming,Indians-lands
25,518,Self regulation of Class II gaming,Indian-Tribal government
25,518,Self regulation of Class II gaming,Reporting and recordkeeping requirements
25,519,Service,Gambling
25,519,Service,Indians-lands
25,519,Service,Reporting and recordkeeping requirements
25,522,Submission of gaming ordinance or resolution,Gambling
25,522,Submission of gaming ordinance or resolution,Indians-lands
25,522,Submission of gaming ordinance or resolution,Indian-Tribal government
25,522,Submission of gaming ordinance or resolution,Reporting and recordkeeping requirements
25,531,Content of management contracts,Gambling
25,531,Content of management contracts,Indians-lands
25,533,Approval of management contracts,Gambling
25,533,Approval of management contracts,Indians-lands
25,533,Approval of management contracts,Reporting and recordkeeping requirements
25,535,Post-approval procedures,Gambling
25,535,Post-approval procedures,Indians-lands
25,535,Post-approval procedures,Reporting and recordkeeping requirements
25,537,"Background investigations for persons or entities with a financial interest in, or having management responsibility for, a management contract",Gambling
25,537,"Background investigations for persons or entities with a financial interest in, or having management responsibility for, a management contract",Indians-lands
25,537,"Background investigations for persons or entities with a financial interest in, or having management responsibility for, a management contract",Indians-tribal government
25,537,"Background investigations for persons or entities with a financial interest in, or having management responsibility for, a management contract",Reporting and recordkeeping requirements
25,542,Minimum internal control standards,Accounting
25,542,Minimum internal control standards,Gambling
25,542,Minimum internal control standards,Indians-lands
25,542,Minimum internal control standards,Reporting and recordkeeping requirements
25,543,Minimum internal control standards for Class II gaming,Accounting
25,543,Minimum internal control standards for Class II gaming,Gambling
25,543,Minimum internal control standards for Class II gaming,Indians-lands
25,543,Minimum internal control standards for Class II gaming,Indians-tribal government
25,543,Minimum internal control standards for Class II gaming,Reporting and recordkeeping requirements
25,547,Minimum technical standards for Class II gaming systems and equipment,Gambling
25,547,Minimum technical standards for Class II gaming systems and equipment,Indians-lands
25,547,Minimum technical standards for Class II gaming systems and equipment,Reporting and recordkeeping requirements
25,556,Background investigations for primary management officials and key employees,Gambling
25,556,Background investigations for primary management officials and key employees,Indians-lands
25,556,Background investigations for primary management officials and key employees,Investigations
25,556,Background investigations for primary management officials and key employees,Privacy
25,558,Gaming licenses for key employees and primary management officials,Gambling
25,558,Gaming licenses for key employees and primary management officials,Indians-lands
25,559,Facility license notifications and submissions,Gambling
25,559,Facility license notifications and submissions,Indians-lands
25,559,Facility license notifications and submissions,Indian-tribal government
25,559,Facility license notifications and submissions,Reporting and recordkeeping requirements
25,571,Monitoring and investigations,Accounting
25,571,Monitoring and investigations,Gambling
25,571,Monitoring and investigations,Indian-lands
25,571,Monitoring and investigations,Investigations
25,571,Monitoring and investigations,Reporting and recordkeeping requirements
25,573,Compliance and enforcement,Administrative practice and procedure
25,573,Compliance and enforcement,Gambling
25,573,Compliance and enforcement,Indians-lands
25,575,Civil fines,Administrative practice and procedure
25,575,Civil fines,Gambling
25,575,Civil fines,Indians-lands
25,575,Civil fines,Penalties
25,575,Civil fines,Reporting and recordkeeping requirements
25,580,Rules of general application in appeal proceedings before the Commission,Administrative practice and procedure
25,580,Rules of general application in appeal proceedings before the Commission,Gambling
25,581,Motions in appeal proceedings before the Commission,Administrative practice and procedure
25,581,Motions in appeal proceedings before the Commission,Gambling
25,582,"Appeals of disapprovals of gaming ordnances, resolutions, or amendments",Administrative practice and procedure
25,582,"Appeals of disapprovals of gaming ordnances, resolutions, or amendments",Gambling
25,583,Appeals from approvals or disapprovals of management contracts or amendments to management contracts,Administrative practice and procedure
25,583,Appeals from approvals or disapprovals of management contracts or amendments to management contracts,Gambling
25,584,Appeals before a presiding official,Administrative practice and procedure
25,584,Appeals before a presiding official,Gambling
25,584,Appeals before a presiding official,Indians-lands
25,585,Appeals to the Commission,Administrative practice and procedure
25,585,Appeals to the Commission,Gambling
25,585,Appeals to the Commission,Indians-lands
25,585,Appeals to the Commission,Penalties
25,700,Commission operations and relocation procedures,Administrative practice and procedure
25,700,Commission operations and relocation procedures,Conflict of interests
25,700,Commission operations and relocation procedures,Freedom of information
25,700,Commission operations and relocation procedures,Grant programs-Indians
25,700,Commission operations and relocation procedures,Grazing lands
25,700,Commission operations and relocation procedures,Historic preservation
25,700,Commission operations and relocation procedures,Indians-claims
25,700,Commission operations and relocation procedures,Indians-lands
25,700,Commission operations and relocation procedures,Privacy
25,700,Commission operations and relocation procedures,Rates and fares
25,700,Commission operations and relocation procedures,Relocation assistance
25,720,Enforcement of nondiscrimination on the basis of handicap in programs or activities conducted by the Navajo and Hopi Indian Relocation Commission,Administrative practice and procedure
25,720,Enforcement of nondiscrimination on the basis of handicap in programs or activities conducted by the Navajo and Hopi Indian Relocation Commission,Civil rights
25,720,Enforcement of nondiscrimination on the basis of handicap in programs or activities conducted by the Navajo and Hopi Indian Relocation Commission,Equal employment opportunity
25,720,Enforcement of nondiscrimination on the basis of handicap in programs or activities conducted by the Navajo and Hopi Indian Relocation Commission,Federal buildings and facilities
25,720,Enforcement of nondiscrimination on the basis of handicap in programs or activities conducted by the Navajo and Hopi Indian Relocation Commission,Individuals with disabilities
25,900,Contracts under the Indian Self-Determination and Education Assistance Act,Administrative practice and procedure
25,900,Contracts under the Indian Self-Determination and Education Assistance Act,Buildings and facilities
25,900,Contracts under the Indian Self-Determination and Education Assistance Act,Claims
25,900,Contracts under the Indian Self-Determination and Education Assistance Act,Government contracts
25,900,Contracts under the Indian Self-Determination and Education Assistance Act,Government property management
25,900,Contracts under the Indian Self-Determination and Education Assistance Act,Grant programs-Indians
25,900,Contracts under the Indian Self-Determination and Education Assistance Act,Health care
25,900,Contracts under the Indian Self-Determination and Education Assistance Act,Indians
25,900,Contracts under the Indian Self-Determination and Education Assistance Act,Indians-business and finance
25,900,Contracts under the Indian Self-Determination and Education Assistance Act,Technical assistance
25,1000,Annual funding agreements under the Tribal Self-Government Act amendments to the Indian Self-Determination and Education Act,Administrative practice and procedure
25,1000,Annual funding agreements under the Tribal Self-Government Act amendments to the Indian Self-Determination and Education Act,Grant programs-Indians
25,1000,Annual funding agreements under the Tribal Self-Government Act amendments to the Indian Self-Determination and Education Act,Indians
25,1000,Annual funding agreements under the Tribal Self-Government Act amendments to the Indian Self-Determination and Education Act,Reporting and recordkeeping requirements
25,1001,Self-Governance program,Indians
25,1187,Indian Business Incubators Program,Grant programs-business
25,1187,Indian Business Incubators Program,Grant programs-Indians
25,1187,Indian Business Incubators Program,Indians-business and finance
25,1187,Indian Business Incubators Program,Loan programs-business
25,1187,Indian Business Incubators Program,Loan programs-Indians
25,1187,Indian Business Incubators Program,Reporting and recordkeeping requirements
25,1200,American Indian Trust Fund Management Reform Act,Indians
25,1200,American Indian Trust Fund Management Reform Act,Trusts and trustees
26,1,Income taxes,Income taxes
26,1,Income taxes,Reporting and recordkeeping requirements
26,2,Maritime construction reserve fund,Income taxes
26,2,Maritime construction reserve fund,Maritime carriers
26,2,Maritime construction reserve fund,Reporting and recordkeeping requirements
26,3,Capital construction fund,Income taxes
26,3,Capital construction fund,Maritime carriers
26,3,Capital construction fund,Reporting and recordkeeping requirements
26,4,Temporary income tax regulations under Section 954 of the Internal Revenue Code,Income taxes
26,4,Temporary income tax regulations under Section 954 of the Internal Revenue Code,Reporting and recordkeeping requirements
26,5,Temporary income tax regulations under the Revenue Act of 1978,Income taxes
26,5,Temporary income tax regulations under the Revenue Act of 1978,Reporting and recordkeeping requirements
26,5c,Temporary income tax regulations under the Economic Recovery Tax Act of 1981,Accounting
26,5c,Temporary income tax regulations under the Economic Recovery Tax Act of 1981,Income taxes
26,5c,Temporary income tax regulations under the Economic Recovery Tax Act of 1981,Reporting and recordkeeping requirements
26,5e,"Temporary income tax regulations, travel expenses of members of Congress",Income taxes
26,5e,"Temporary income tax regulations, travel expenses of members of Congress",Travel and transportation expenses
26,5f,Temporary income tax regulations under the Tax Equity and Fiscal Responsibility Act of 1982,Income taxes
26,5f,Temporary income tax regulations under the Tax Equity and Fiscal Responsibility Act of 1982,Reporting and recordkeeping requirements
26,6a,Temporary regulations under Title II of the Omnibus Reconciliation Act of 1980,Bonds
26,6a,Temporary regulations under Title II of the Omnibus Reconciliation Act of 1980,Income taxes
26,6a,Temporary regulations under Title II of the Omnibus Reconciliation Act of 1980,Mortgages
26,6a,Temporary regulations under Title II of the Omnibus Reconciliation Act of 1980,Reporting and recordkeeping requirements
26,6a,Temporary regulations under Title II of the Omnibus Reconciliation Act of 1980,Veterans
26,7,Temporary income tax regulations under the Tax Reform Act of 1976,Income taxes
26,7,Temporary income tax regulations under the Tax Reform Act of 1976,Reporting and recordkeeping requirements
26,8,"Temporary income tax regulations under Section 3 of the Act of October 26, 1974 (Public Law 93-483)",Income taxes
26,8,"Temporary income tax regulations under Section 3 of the Act of October 26, 1974 (Public Law 93-483)",Trusts and trustees
26,9,Temporary income tax regulations under the Tax Reduction Act of 1975,Income taxes
26,11,Temporary income tax regulations under the Employee Retirement Income Security Act of 1974,Income taxes
26,11,Temporary income tax regulations under the Employee Retirement Income Security Act of 1974,Pensions
26,11,Temporary income tax regulations under the Employee Retirement Income Security Act of 1974,Reporting and recordkeeping requirements
26,12,Temporary income tax regulations under the Revenue Act of 1971,Income taxes
26,12,Temporary income tax regulations under the Revenue Act of 1971,Reporting and recordkeeping requirements
26,13,Temporary income tax regulations under the Tax Reform Act of 1969,Income taxes
26,13,Temporary income tax regulations under the Tax Reform Act of 1969,Reporting and recordkeeping requirements
26,15,Temporary income tax regulations relating to exploration expenditures in the case of mining,Income taxes
26,15,Temporary income tax regulations relating to exploration expenditures in the case of mining,Mines
26,15a,Temporary income tax regulations under the Installment Sales Revision Act,Income taxes
26,15a,Temporary income tax regulations under the Installment Sales Revision Act,Reporting and recordkeeping requirements
26,16,Temporary regulations under the Revenue Act of 1962,Income taxes
26,16,Temporary regulations under the Revenue Act of 1962,Reporting and recordkeeping requirements
26,16,Temporary regulations under the Revenue Act of 1962,Trusts and trustees
26,16,Temporary regulations under the Revenue Act of 1962,U.S. investments abroad
26,16A,Temporary income tax regulations relating to the partial exclusion for certain conservation cost sharing payments,Environment protection
26,16A,Temporary income tax regulations relating to the partial exclusion for certain conservation cost sharing payments,Income taxes
26,16A,Temporary income tax regulations relating to the partial exclusion for certain conservation cost sharing payments,Natural resources
26,16A,Temporary income tax regulations relating to the partial exclusion for certain conservation cost sharing payments,Reporting and recordkeeping requirements
26,18,Temporary income tax regulations under the Subchapter S Revision Act of 1982,Income taxes
26,18,Temporary income tax regulations under the Subchapter S Revision Act of 1982,Reporting and recordkeeping requirements
26,19,Temporary regulations under the Revenue Act of 1964,Income taxes
26,19,Temporary regulations under the Revenue Act of 1964,Reporting and recordkeeping
26,20,"Estate tax; estates of decedents dying after August 16, 1954",Estate taxes
26,20,"Estate tax; estates of decedents dying after August 16, 1954",Reporting and recordkeeping requirements
26,22,Temporary estate tax regulations under the Economic Recovery Tax Act of 1981,Estate taxes
26,22,Temporary estate tax regulations under the Economic Recovery Tax Act of 1981,Reporting and recordkeeping requirements
26,25,"Gift tax; gifts made after December 31, 1954",Gift taxes
26,25,"Gift tax; gifts made after December 31, 1954",Reporting and recordkeeping requirements
26,26,Generation-skipping transfer tax regulations under the Tax Reform Act of 1986,Estate taxes
26,26,Generation-skipping transfer tax regulations under the Tax Reform Act of 1986,Reporting and recordkeeping requirements
26,28,Imposition of tax on gifts and bequests from covered expatriates,Reporting and recordkeeping requirements
26,28,Imposition of tax on gifts and bequests from covered expatriates,Taxes
26,31,Employment taxes and collection of income tax at source,Employment taxes
26,31,Employment taxes and collection of income tax at source,Fishing vessels
26,31,Employment taxes and collection of income tax at source,Gambling
26,31,Employment taxes and collection of income tax at source,Income taxes
26,31,Employment taxes and collection of income tax at source,Penalties
26,31,Employment taxes and collection of income tax at source,Pensions
26,31,Employment taxes and collection of income tax at source,Railroad retirement
26,31,Employment taxes and collection of income tax at source,Reporting and recordkeeping requirements
26,31,Employment taxes and collection of income tax at source,Social security
26,31,Employment taxes and collection of income tax at source,Unemployment compensation
26,32,"Temporary employment tax regulations under the Act of December 29, 1981 (Pub. L. 97-123)",Railroad retirement
26,32,"Temporary employment tax regulations under the Act of December 29, 1981 (Pub. L. 97-123)",Reporting and recordkeeping requirements
26,32,"Temporary employment tax regulations under the Act of December 29, 1981 (Pub. L. 97-123)",Social security
26,35,Employment tax and collection of income tax at source regulations under the Tax Equity and Fiscal Responsibility Act of 1982,Employment taxes
26,35,Employment tax and collection of income tax at source regulations under the Tax Equity and Fiscal Responsibility Act of 1982,Income taxes
26,35,Employment tax and collection of income tax at source regulations under the Tax Equity and Fiscal Responsibility Act of 1982,Pensions
26,35,Employment tax and collection of income tax at source regulations under the Tax Equity and Fiscal Responsibility Act of 1982,Reporting and recordkeeping requirements
26,35a,Temporary employment tax regulations under the Interest and Dividend Tax Compliance Act of 1983,Employment taxes
