rin,majority_sig,minority_sig,reason,majority_n,minority_n,n_editions,shape,contiguous
2040-AD21,usc:33:1311,usc:33:1211,usc.field1.edit1,4,1,5,minority-prefix,true
2040-AD21,usc:33:1314,usc:33:1214,usc.field1.edit1,4,1,5,minority-prefix,true
2040-AD61,usc:42:300f,usc:42:300,usc.field1.trailing-char,6,1,7,minority-prefix,true
2040-AD62,usc:33:1316,usc:33:1314,usc.field1.edit1,8,1,9,minority-suffix,true
2040-AE98,usc:42:300f,usc:42:300h,usc.field1.edit1,4,3,7,minority-suffix,true
2040-AF27,usc:33:1312,usc:33:1318,usc.field1.edit1,4,3,7,minority-prefix,true
2040-AF29,usc:42:300f,usc:42:300,usc.field1.trailing-char,15,1,16,reverted-blip,true
2040-AF37,usc:42:300f,usc:42:300,usc.field1.trailing-char,10,1,11,reverted-blip,true
2040-AF49,usc:42:300j-4,usc:40:300j-4,usc.field0.edit1,5,2,7,minority-prefix,true
2040-AF55,usc:42:300f,usc:42:300,usc.field1.trailing-char,11,1,12,reverted-blip,true
2040-AG12,usc:33:1151,usc:33:1251,usc.field1.edit1,5,1,6,minority-prefix,true
2050-AD04,usc:42:6949,usc:42:6949a,usc.field1.trailing-char,3,1,4,minority-prefix,true
2050-AD85,usc:42:6921,usc:42:6922,usc.field1.edit1,11,1,12,minority-prefix,true
2050-AD85,usc:42:6921,usc:42:6912,usc.field1.transpose,11,1,12,minority-prefix,true
2050-AE34,act:resource conservation and recovery act of 1976:2002,act:resource conservation and recovery act of 1976:8002,act.field1.edit1,2,1,47,minority-prefix,true
2050-AE50,usc:42:6949,usc:42:6949a,usc.field1.trailing-char,12,3,17,minority-prefix,true
2050-AE67,usc:42:6949a,usc:42:6949,usc.field1.trailing-char,12,4,16,minority-prefix,true
2050-AF01,usc:42:6922,usc:42:6912,usc.field1.edit1,20,12,32,minority-prefix,true
2050-AF04,usc:42:9601,usc:42:9607,usc.field1.edit1,7,1,8,minority-prefix,true
2050-AG34,usc:42:6905,usc:42:6901,usc.field1.edit1,20,1,21,minority-suffix,true
2050-AG34,usc:42:6906,usc:42:6901,usc.field1.edit1,20,1,21,minority-suffix,true
2050-AG34,usc:42:6921,usc:42:6901,usc.field1.edit1,20,1,21,minority-suffix,true
2050-AG39,usc:42:6930,usc:42:6938,usc.field1.edit1,9,1,24,minority-prefix,true
2050-AG39,usc:42:6937,usc:42:6938,usc.field1.edit1,9,1,24,minority-prefix,true
2050-AG55,usc:42:9604,usc:42:9601,usc.field1.edit1,4,1,5,minority-prefix,true
2050-AG60,usc:42:6921-29,usc:42:6921-24,usc.field1.edit1,3,1,7,minority-prefix,true
2050-AG75,usc:42:6949a,usc:42:6949,usc.field1.trailing-char,5,1,6,minority-suffix,true
2050-AG80,usc:42:6939,usc:42:6939g,usc.field1.trailing-char,6,1,8,minority-prefix,true
2050-AG86,usc:42:6949a,usc:42:6949,usc.field1.trailing-char,7,1,8,minority-prefix,true
2050-AG90,usc:42:6922-6924,usc:42:6921-6924,usc.field1.edit1,3,1,4,minority-suffix,true
2050-AG92,usc:42:6922-6924,usc:42:6922-6925,usc.field1.edit1,5,2,7,reverted-blip,true
2050-AH21,usc:42:69424,usc:42:6942,usc.field1.trailing-char,6,4,10,minority-prefix,true
2050-AH27,usc:42:6921,usc:42:6928,usc.field1.edit1,8,1,9,minority-prefix,true
2050-AH27,usc:42:6925,usc:42:6928,usc.field1.edit1,8,1,9,minority-prefix,true
2050-AH27,usc:42:6927,usc:42:6928,usc.field1.edit1,8,1,9,minority-prefix,true
2050-AH27,usc:42:6938,usc:42:6928,usc.field1.edit1,8,1,9,minority-prefix,true
2050-AH30,usc:42:6923,usc:42:6921,usc.field1.edit1,4,1,7,minority-prefix,true
2050-AH30,usc:42:6925,usc:42:6921,usc.field1.edit1,6,1,7,minority-prefix,true
2060-AG12,usc:42:7671,usc:42:7671k,usc.field1.trailing-char,15,4,19,reverted-blip,true
2060-AG20,usc:42:7671,usc:42:7671g,usc.field1.trailing-char,10,1,18,minority-prefix,true
2060-AG70,usc:42:7401-7671q,usc:42:7401-7671,usc.field1.trailing-char,3,2,5,other,false
2060-AG90,usc:42:7661a,usc:42:7661,usc.field1.trailing-char,6,1,7,minority-suffix,true
2060-AG92,usc:42:7661,usc:42:7661a,usc.field1.trailing-char,12,6,18,minority-prefix,true
2060-AH08,usc:42:7412,usc:42:7402,usc.field1.edit1,9,7,16,minority-prefix,true
2060-AH23,usc:42:7411,usc:42:7410,usc.field1.edit1,22,12,34,minority-prefix,true
2060-AH30,usc:42:7511a,usc:42:7511,usc.field1.trailing-char,2,1,3,minority-suffix,true
2060-AH37,usc:42:7410,usc:42:7401,usc.field1.transpose,25,5,30,minority-suffix,true
2060-AH59,usc:42:7401-7671,usc:42:7401-7671q,usc.field1.trailing-char,2,1,3,minority-prefix,true
2060-AH62,usc:42:7511,usc:42:7511a,usc.field1.trailing-char,2,1,3,minority-prefix,true
2060-AI11,usc:42:7401-7671,usc:42:7401-7671q,usc.field1.trailing-char,8,2,10,minority-prefix,true
2060-AI14,usc:42:7671g,usc:42:7671,usc.field1.trailing-char,2,1,3,minority-suffix,true
2060-AI62,usc:42:7511b,usc:42:7511,usc.field1.trailing-char,17,2,26,minority-suffix,true
2060-AL94,usc:42:7671-7671q,usc:42:7671-7671,usc.field1.trailing-char,10,3,35,minority-suffix,false
2060-AM54,usc:42:7671k,usc:42:7671,usc.field1.trailing-char,15,2,17,minority-suffix,true
2060-AN72,usc:42:7401,usc:42:7411,usc.field1.edit1,9,4,13,minority-suffix,true
2060-AO50,usc:42:7401-7671q,usc:42:7401-7671,usc.field1.trailing-char,4,1,5,minority-suffix,true
2060-AP38,usc:42:7408,usc:42:7401,usc.field1.edit1,10,2,12,minority-suffix,true
2060-AP38,usc:42:7409,usc:42:7401,usc.field1.edit1,10,2,12,minority-suffix,true
2060-AP92,usc:42:7671c,usc:42:7671,usc.field1.trailing-char,4,1,5,minority-suffix,true
2060-AQ07,usc:42:7401-7671q,usc:42:7401-7671,usc.field1.trailing-char,11,1,12,reverted-blip,true
2060-AQ48,usc:42:7401,usc:42:7601,usc.field1.edit1,7,4,11,minority-suffix,false
2060-AQ75,act:clean air act:111,act:clean air act:112,act.field1.edit1,6,1,10,minority-prefix,true
2060-AQ83,usc:42:7671,usc:42:7671c,usc.field1.trailing-char,2,1,3,minority-prefix,true
2060-AR02,act:clean air act:112,act:clean air act:111,act.field1.edit1,4,1,5,minority-prefix,true
2060-AR89,usc:42:7671m,usc:42:7671c,usc.field1.edit1,2,1,3,minority-prefix,true
2060-AS23,usc:42:7401,usc:42:7411,usc.field1.edit1,4,1,5,minority-prefix,true
2060-AS50,usc:42:7401,usc:42:7408,usc.field1.edit1,9,2,11,minority-prefix,true
2060-AS50,usc:42:7401,usc:42:7409,usc.field1.edit1,9,2,11,minority-prefix,true
2060-AS53,usc:42:7601,usc:42:7401,usc.field1.edit1,3,1,4,minority-prefix,true
2060-AS62,usc:42:7401-7671q,usc:42:7401-7671,usc.field1.trailing-char,13,1,15,minority-prefix,true
2060-AS74,usc:40:7601,usc:42:7601,usc.field0.edit1,20,1,21,reverted-blip,true
2060-AS74,usc:40:7651,usc:42:7651,usc.field0.edit1,19,1,21,reverted-blip,true
2060-AS82,usc:42:7401-7671q,usc:42:7401-7671,usc.field1.trailing-char,6,1,7,minority-prefix,true
2060-AT36,usc:42:7401,usc:42:7601,usc.field1.edit1,3,2,5,minority-suffix,true
2060-AT36,usc:42:7401,usc:42:7410,usc.field1.transpose,3,2,5,minority-suffix,true
2060-AT37,usc:42:7401,usc:42:7601,usc.field1.edit1,3,2,5,minority-suffix,true
2060-AT37,usc:42:7401,usc:42:7410,usc.field1.transpose,3,2,5,minority-suffix,true
2060-AT38,usc:42:7401,usc:42:7410,usc.field1.transpose,3,2,5,minority-suffix,true
2060-AT38,usc:42:7401,usc:42:7601,usc.field1.edit1,3,2,5,minority-suffix,true
2060-AT39,usc:42:7401,usc:42:7410,usc.field1.transpose,3,2,5,minority-suffix,true
2060-AT39,usc:42:7401,usc:42:7601,usc.field1.edit1,3,2,5,minority-suffix,true
2060-AU28,usc:42:7401,usc:42:7411,usc.field1.edit1,4,2,8,minority-prefix,true
2060-AU33,usc:42:7401,usc:42:7411,usc.field1.edit1,2,1,3,minority-suffix,true
2060-AU37,usc:42:7601,usc:42:7401,usc.field1.edit1,4,1,11,minority-prefix,true
2060-AU73,usc:42:7412,usc:42:7414,usc.field1.edit1,5,4,9,minority-suffix,true
2060-AU87,usc:42:7401,usc:42:7411,usc.field1.edit1,2,1,3,minority-prefix,true
2060-AV18,usc:42:7601,usc:42:7401,usc.field1.edit1,3,1,6,minority-prefix,true
2060-AV19,usc:42:7601,usc:42:7401,usc.field1.edit1,5,1,8,minority-prefix,true
2060-AV34,usc:42:7601,usc:42:7401,usc.field1.edit1,2,1,5,minority-prefix,true
2060-AV55,usc:42:7601,usc:42:7401,usc.field1.edit1,3,1,4,minority-prefix,true
2060-AV58,usc:42:7601,usc:42:7401,usc.field1.edit1,4,1,5,minority-prefix,true
2060-AV80,usc:42:7414,usc:42:7412,usc.field1.edit1,3,1,4,minority-suffix,true
2060-AV80,usc:42:7601,usc:42:7607,usc.field1.edit1,3,1,4,minority-suffix,true
2070-AA59,usc:15:2604,usc:15:2601,usc.field1.edit1,29,3,32,minority-suffix,true
2070-AA59,usc:15:2607,usc:15:2601,usc.field1.edit1,4,3,32,minority-suffix,true
2070-AB08,usc:15:2607,usc:15:2607a,usc.field1.trailing-char,28,5,33,minority-prefix,true
2070-AB14,usc:15:2603,usc:15:260,usc.field1.trailing-char,6,1,7,reverted-blip,true
2070-AB14,usc:15:2605,usc:15:260,usc.field1.trailing-char,4,1,7,minority-suffix,true
2070-AB14,usc:15:2607,usc:15:260,usc.field1.trailing-char,4,1,7,minority-suffix,true
2070-AB79,usc:15:2611,usc:5:2611,usc.field0.leading-digit,14,1,31,reverted-blip,true
2070-AB94,usc:15:2603,usc:15:260,usc.field1.trailing-char,32,1,33,reverted-blip,true
2070-AB95,usc:7:136,usc:7:136a,usc.field1.trailing-char,15,8,23,minority-prefix,true
2070-AB95,usc:7:136,usc:7:136q,usc.field1.trailing-char,15,8,23,minority-prefix,true
2070-AB95,usc:7:136,usc:7:136w,usc.field1.trailing-char,15,8,23,minority-prefix,true
2070-AC12,usc:7:136,usc:7:136a,usc.field1.trailing-char,12,6,25,minority-prefix,true
2070-AC12,usc:7:136,usc:7:136w,usc.field1.trailing-char,12,5,25,minority-prefix,true
2070-AC12,usc:7:136-136y,usc:7:136a-136y,usc.field1.edit1,5,2,25,minority-prefix,true
2070-AC27,usc:15:2601,usc:15:2611,usc.field1.edit1,11,8,27,minority-prefix,true
2070-AC27,usc:15:2603,usc:15:2601,usc.field1.edit1,16,11,27,minority-suffix,true
2070-AC33,usc:7:136,usc:7:136j,usc.field1.trailing-char,3,1,4,minority-prefix,true
2070-AC33,usc:7:136,usc:7:136i,usc.field1.trailing-char,3,1,4,minority-prefix,true
2070-AC33,usc:7:136,usc:7:136a,usc.field1.trailing-char,3,1,4,minority-prefix,true
2070-AC37,usc:15:2605,usc:15:2607,usc.field1.edit1,28,4,32,minority-prefix,true
2070-AC45,usc:21:346a,usc:21:346,usc.field1.trailing-char,4,3,7,minority-suffix,true
2070-AC45,usc:21:348,usc:21:346,usc.field1.edit1,4,3,7,minority-suffix,true
2070-AC46,usc:7:136,usc:7:136a,usc.field1.trailing-char,31,5,36,minority-prefix,false
2070-AC46,usc:7:136,usc:7:136i,usc.field1.trailing-char,31,1,36,minority-prefix,true
2070-AC46,usc:7:136,usc:7:136j,usc.field1.trailing-char,31,1,36,minority-prefix,true
2070-AC55,usc:21:346,usc:21:346a,usc.field1.trailing-char,3,1,4,minority-prefix,true
2070-AC58,usc:7:136,usc:7:136w,usc.field1.trailing-char,2,1,3,minority-prefix,true
2070-AC64,usc:15:2603,usc:15:260,usc.field1.trailing-char,13,1,32,minority-prefix,true
2070-AC66,usc:15:2605,usc:15:2604,usc.field1.edit1,9,3,12,reverted-blip,true
2070-AC66,usc:15:2607,usc:15:2604,usc.field1.edit1,9,3,12,reverted-blip,true
2070-AC66,usc:15:2614,usc:15:2604,usc.field1.edit1,5,3,12,minority-prefix,true
2070-AC67,usc:7:136,usc:7:136w,usc.field1.trailing-char,2,1,3,minority-prefix,true
2070-AC84,act:toxic substances control act:4,act:toxic substances control act:2,act.field1.edit1,2,1,16,minority-prefix,true
2070-AC93,usc:7:136,usc:7:136w,usc.field1.trailing-char,11,8,19,minority-prefix,true
2070-AC96,usc:7:136w,usc:7:136,usc.field1.trailing-char,4,2,6,minority-prefix,true
2070-AD06,usc:15:2683,usc:15:2603,usc.field1.edit1,7,3,10,minority-suffix,true
2070-AD14,usc:7:136,usc:7:136w,usc.field1.trailing-char,28,3,34,minority-prefix,true
2070-AD15,usc:21:346a,usc:21:346,usc.field1.trailing-char,6,4,10,minority-suffix,true
2070-AD16,usc:15:2601,usc:15:2611,usc.field1.edit1,3,1,31,minority-prefix,true
2070-AD16,usc:15:2603,usc:15:2601,usc.field1.edit1,28,3,31,minority-suffix,true
2070-AD23,usc:21:346,usc:21:346a,usc.field1.trailing-char,11,2,15,minority-prefix,true
2070-AD24,usc:21:346,usc:21:346a,usc.field1.trailing-char,15,2,17,minority-prefix,true
2070-AD26,usc:21:346,usc:21:346a,usc.field1.trailing-char,7,2,9,minority-prefix,true
2070-AD29,usc:7:136a,usc:7:136,usc.field1.trailing-char,12,5,17,reverted-blip,true
2070-AD29,usc:7:136w,usc:7:136,usc.field1.trailing-char,11,5,17,reverted-blip,true
2070-AD30,usc:7:136-136y,usc:7:136a-136y,usc.field1.edit1,10,1,29,minority-prefix,true
2070-AD36,usc:7:136p,usc:7:136,usc.field1.trailing-char,8,7,15,reverted-blip,true
2070-AD40,usc:7:136,usc:7:136a,usc.field1.trailing-char,3,1,4,minority-prefix,true
2070-AD52,usc:15:2607,usc:15:2605,usc.field1.edit1,9,5,14,minority-suffix,true
2070-AD55,usc:21:346a,usc:21:346,usc.field1.trailing-char,20,4,24,minority-suffix,true
2070-AD64,usc:42:4852d,usc:42:4852,usc.field1.trailing-char,17,1,18,minority-suffix,true
2070-AJ04,usc:15:2607,usc:15:2604,usc.field1.edit1,10,6,16,other,false
2070-AJ08,usc:15:2601,usc:15:2611,usc.field1.edit1,10,1,21,minority-prefix,true
2070-AJ08,usc:15:2603,usc:15:2601,usc.field1.edit1,11,10,21,minority-suffix,true
2070-AJ27,usc:21:346a,usc:21:346,usc.field1.trailing-char,4,2,13,minority-suffix,true
2070-AJ27,usc:7:136-136y,usc:7:136-136,usc.field1.trailing-char,4,1,13,minority-suffix,true
2070-AJ27,usc:7:136a,usc:7:136,usc.field1.trailing-char,7,1,13,minority-suffix,true
2070-AJ27,usc:7:136w,usc:7:136,usc.field1.trailing-char,7,1,13,minority-suffix,true
2070-AJ28,usc:21:346a,usc:21:346,usc.field1.trailing-char,33,6,39,reverted-blip,true
2070-AJ32,usc:7:136,usc:7:136a,usc.field1.trailing-char,8,4,12,minority-suffix,true
2070-AJ45,usc:7:136a,usc:7:136,usc.field1.trailing-char,4,2,7,minority-suffix,true
2070-AJ45,usc:7:136w,usc:7:136,usc.field1.trailing-char,4,2,7,minority-suffix,true
2070-AJ50,usc:7:136,usc:7:136o,usc.field1.trailing-char,2,1,6,minority-prefix,true
2070-AJ51,usc:42:7401-7671q,usc:42:7401-7671,usc.field1.trailing-char,3,1,4,reverted-blip,true
2070-AJ58,usc:7:136,usc:7:136a,usc.field1.trailing-char,5,4,9,minority-prefix,true
2070-AJ71,usc:15:2604,usc:15:2601,usc.field1.edit1,4,1,5,minority-prefix,true
2070-AJ71,usc:15:2607,usc:15:2601,usc.field1.edit1,3,1,5,minority-prefix,true
2070-AJ76,usc:21:346,usc:21:346a,usc.field1.trailing-char,4,1,5,minority-prefix,true
2070-AJ77,usc:7:136,usc:7:136a,usc.field1.trailing-char,3,1,4,minority-prefix,true
2070-AJ79,usc:7:136,usc:7:136w,usc.field1.trailing-char,6,1,8,minority-prefix,true
2070-AJ79,usc:7:136,usc:7:136a,usc.field1.trailing-char,6,2,8,minority-prefix,false
2070-AK66,usc:15:2601,usc:15:2681,usc.field1.edit1,2,1,4,minority-suffix,true
2070-AK67,usc:15:2607,usc:15:2601,usc.field1.edit1,4,3,7,minority-prefix,true
2070-AK91,usc:15:2681,usc:15:2601,usc.field1.edit1,5,1,8,minority-prefix,true
2070-AL16,usc:15:2620,usc:15:2625,usc.field1.edit1,3,1,4,minority-prefix,true
2080-AA14,usc:42:9616,usc:42:9615,usc.field1.edit1,4,2,7,minority-suffix,true
2090-AA21,usc:42:7401-7671q,usc:42:740-7671q,usc.field1.edit1,6,1,7,reverted-blip,true
2105-AE12,usc:49:47105,usc:49:41705,usc.field1.transpose,20,8,28,minority-suffix,true
2105-AE32,usc:49:41705,usc:49:47105,usc.field1.transpose,18,5,23,minority-prefix,true
2105-AE32,usc:49:41705,usc:49:41702,usc.field1.edit1,18,5,23,minority-prefix,true
2105-AE69,usc:49:166,usc:49:116,usc.field1.edit1,3,1,14,minority-suffix,true
2105-AE69,usc:49:166-117,usc:49:116-117,usc.field1.edit1,6,4,14,minority-suffix,true
2105-AF16,usc:28:2641,usc:28:2461,usc.field1.transpose,2,1,3,minority-suffix,true
2115-AE84,usc:33:1233,usc:33:1231,usc.field1.edit1,14,2,16,minority-suffix,true
2115-AF55,usc:16:4751,usc:16:4711,usc.field1.edit1,8,1,9,minority-prefix,true
2115-AF55,usc:16:4751,usc:16:4721,usc.field1.edit1,8,1,9,minority-prefix,true
2115-AF98,usc:43:1333,usc:43:1133,usc.field1.edit1,5,1,6,minority-prefix,true
2120-AD16,usc:49:106,usc:49:1406,usc.field1.edit1,21,1,22,minority-prefix,true
2120-AD45,usc:40:106,usc:49:106,usc.field0.edit1,15,1,16,minority-prefix,true
2120-AE42,usc:49:44715-44717,usc:49:44716-44717,usc.field1.edit1,14,5,20,minority-prefix,true
2120-AF23,usc:49:106,usc:4:106,usc.field0.trailing-char,6,1,7,minority-prefix,true
2120-AF86,usc:49:44101,usc:49:40101,usc.field1.edit1,6,1,7,minority-prefix,true
2120-AG87,usc:49:44716-44717,usc:49:44715-44717,usc.field1.edit1,18,1,20,minority-suffix,true
2120-AG93,usc:49:44709,usc:49:44704,usc.field1.edit1,8,7,15,minority-suffix,true
2120-AH77,usc:49:465504,usc:49:46504,usc.field1.edit1,9,2,11,reverted-blip,false
2120-AH88,usc:49:100,usc:49:106,usc.field1.edit1,11,1,12,reverted-blip,true
2120-AI05,usc:49:44709-44711,usc:49:44709-44715,usc.field1.edit1,9,1,15,minority-prefix,true
2120-AI05,usc:49:44716-44717,usc:44:44716-44717,usc.field0.edit1,4,1,15,reverted-blip,true
2120-AI53,usc:49:44717,usc:49:4717,usc.field1.leading-digit,6,4,10,minority-prefix,true
2120-AI56,usc:49:70103-70105,usc:49:70101-70105,usc.field1.edit1,2,1,5,reverted-blip,true
2120-AI63,usc:49:44709-44711,usc:49:44709-44712,usc.field1.edit1,5,2,7,minority-prefix,false
2120-AI66,usc:49:44704,usc:49:44794,usc.field1.edit1,5,1,6,minority-suffix,true
2120-AI84,usc:49:44709-44711,usc:49:44709-44713,usc.field1.edit1,5,4,9,minority-suffix,true
2120-AI91,usc:49:44701,usc:49:44707,usc.field1.edit1,2,1,4,minority-suffix,true
2120-AI91,usc:49:44701,usc:49:44709,usc.field1.edit1,2,1,4,minority-suffix,true
2120-AI91,usc:49:44703,usc:49:44707,usc.field1.edit1,3,1,4,minority-suffix,true
2120-AI91,usc:49:44703,usc:49:44709,usc.field1.edit1,3,1,4,minority-suffix,true
2120-AI93,usc:49:44709-44713,usc:49:44709-44711,usc.field1.edit1,4,3,7,minority-prefix,true
2120-AI93,usc:49:44715-44717,usc:49:44716-44717,usc.field1.edit1,4,3,7,minority-prefix,true
2120-AJ37,usc:49:40101,usc:49:44101,usc.field1.edit1,2,1,3,minority-prefix,true
2120-AJ53,usc:49:44101,usc:49:45101,usc.field1.edit1,8,1,9,minority-prefix,true
2120-AJ53,usc:49:44111,usc:49:44711,usc.field1.edit1,8,1,9,minority-prefix,true
2120-AJ71,usc:49:44701,usc:49:44709,usc.field1.edit1,5,1,6,minority-suffix,true
2120-AJ78,usc:49:44904,usc:49:44704,usc.field1.edit1,2,1,22,minority-prefix,true
2120-AJ86,usc:49:44705,usc:49:44105,usc.field1.edit1,7,1,8,minority-suffix,true
2120-AJ89,usc:49:40106,usc:49:40101,usc.field1.edit1,9,2,11,reverted-blip,true
2120-AJ89,usc:49:40106,usc:49:40105,usc.field1.edit1,9,2,11,reverted-blip,true
2120-AJ89,usc:49:40109,usc:49:40105,usc.field1.edit1,9,2,11,reverted-blip,true
2120-AJ89,usc:49:40109,usc:49:40101,usc.field1.edit1,9,2,11,reverted-blip,true
2120-AK26,usc:49:44106,usc:49:44016,usc.field1.transpose,21,1,23,reverted-blip,true
2120-AK90,usc:49:44103-44106,usc:49:44103-46106,usc.field1.edit1,2,1,3,minority-prefix,true
2120-AL23,usc:49:44702,usc:49:44707,usc.field1.edit1,8,2,10,minority-suffix,true
2120-AL23,usc:49:44702,usc:49:44703,usc.field1.edit1,8,2,10,minority-suffix,true
2120-AL23,usc:49:44705,usc:49:44707,usc.field1.edit1,8,2,10,minority-suffix,true
2120-AL23,usc:49:44705,usc:49:44703,usc.field1.edit1,8,2,10,minority-suffix,true
2120-AL23,usc:49:44717,usc:49:44707,usc.field1.edit1,8,2,10,minority-suffix,true
2120-AL36,usc:49:44715,usc:49:44705,usc.field1.edit1,7,5,12,minority-suffix,true
2120-AL51,usc:49:40113,usc:49:40103,usc.field1.edit1,7,1,8,minority-prefix,true
2120-AL51,usc:49:44707,usc:49:44702,usc.field1.edit1,7,1,8,minority-prefix,true
2120-AL51,usc:49:44707,usc:49:44701,usc.field1.edit1,7,1,8,minority-prefix,true
2120-AL51,usc:49:45103,usc:49:40103,usc.field1.edit1,7,1,8,minority-prefix,true
2120-AL52,pl:115-254,pl:115-24,pl.field0.edit1,3,1,4,minority-prefix,true
2125-AD25,usc:49:31502,usc:49:3102,usc.field1.edit1,9,1,10,minority-prefix,true
2125-AD27,usc:49:3102,usc:49:31502,usc.field1.edit1,5,4,9,minority-suffix,true
2125-AE01,usc:49:13901-13905,usc:49:13901-13906,usc.field1.edit1,5,3,8,minority-prefix,true
2126-AA00,usc:49:3102,usc:49:31502,usc.field1.edit1,2,1,3,minority-suffix,true
2126-AA03,usc:49:31102,usc:49:3102,usc.field1.edit1,11,2,13,minority-prefix,true
2126-AA05,usc:49:31502,usc:49:3102,usc.field1.edit1,10,2,12,minority-prefix,true
2126-AA06,usc:49:3102,usc:49:31502,usc.field1.edit1,2,1,3,minority-suffix,true
2126-AA10,usc:49:31305,usc:49:31301,usc.field1.edit1,16,1,19,reverted-blip,true
2126-AA10,usc:49:31502,usc:49:3102,usc.field1.edit1,17,2,19,minority-prefix,true
2126-AA17,usc:49:31301,usc:49:13301,usc.field1.transpose,8,1,9,minority-suffix,true
2126-AA22,pl:109-159,pl:109-59,pl.field0.edit1,14,1,27,minority-prefix,true
2126-AA25,usc:49:13903,usc:49:13906,usc.field1.edit1,11,3,19,minority-prefix,true
2126-AA37,usc:49:31144,usc:49:3144,usc.field1.edit1,11,2,13,minority-prefix,true
2126-AA84,usc:49:13902,usc:19:13902,usc.field0.edit1,14,1,15,reverted-blip,true
2126-AB14,usc:49:3116,usc:49:31136,usc.field1.edit1,2,1,3,minority-suffix,true
2126-AB40,usc:49:31146,usc:49:31136,usc.field1.edit1,4,3,7,minority-suffix,true
2126-AB40,usc:49:31317,usc:49:31311,usc.field1.edit1,4,3,7,minority-suffix,true
2126-AB40,usc:49:31317,usc:49:31314,usc.field1.edit1,4,3,7,minority-suffix,true
2127-AF40,usc:49:30168,usc:49:30166,usc.field1.edit1,5,4,9,minority-suffix,true
2127-AG70,usc:49:322,usc:49:332,usc.field1.edit1,5,3,8,minority-prefix,true
2127-AK32,usc:49:30141-31047,usc:49:30141-30147,usc.field1.transpose,5,1,6,reverted-blip,true
2127-AL65,usc:49:32304a,usc:49:32304,usc.field1.trailing-char,5,1,6,reverted-blip,true
2130-AC67,usc:49:21301-21302,usc:49:2130-21302,usc.field1.edit1,2,1,9,minority-suffix,true
2130-AC76,usc:49:201701,usc:49:20701,usc.field1.edit1,5,1,10,minority-prefix,true
2132-AA43,usc:49:5304,usc:49:5324,usc.field1.edit1,10,5,15,minority-suffix,true
2132-AA43,usc:49:5304,usc:49:5303,usc.field1.edit1,10,5,15,minority-suffix,true
2132-AA43,usc:49:5304,usc:49:5301,usc.field1.edit1,10,5,15,minority-suffix,true
2132-AA43,usc:49:5304,usc:49:5309,usc.field1.edit1,10,5,15,minority-suffix,true
2132-AA66,usc:42:7410,usc:42:7419,usc.field1.edit1,6,1,9,reverted-blip,true
2132-AB21,usc:42:3334,usc:42:334,usc.field1.leading-digit,4,1,5,minority-prefix,true
2132-AB26,pl:112-141,pl:112-142,pl.field0.edit1,7,1,8,reverted-blip,true
2137-AD34,usc:49:5101-5127,usc:49:5102-5127,usc.field1.edit1,8,2,10,minority-prefix,true
2137-AD68,usc:49:60102,usc:49:60101,usc.field1.edit1,9,1,10,reverted-blip,true
2137-AD68,usc:49:60103,usc:49:60101,usc.field1.edit1,8,1,10,reverted-blip,true
2137-AD68,usc:49:60104,usc:49:60101,usc.field1.edit1,8,1,10,reverted-blip,true
2137-AD68,usc:49:60108,usc:49:60101,usc.field1.edit1,9,1,10,reverted-blip,true
2137-AD68,usc:49:60109,usc:49:60101,usc.field1.edit1,8,1,10,reverted-blip,true
2137-AD68,usc:49:60110,usc:49:60101,usc.field1.transpose,8,1,10,reverted-blip,true
2137-AD95,usc:49:6101,usc:49:60101,usc.field1.edit1,2,1,3,minority-prefix,true
2137-AE33,usc:49:60102,usc:49:60101,usc.field1.edit1,2,1,4,minority-suffix,true
2137-AE33,usc:49:60103,usc:49:60113,usc.field1.edit1,2,1,4,minority-suffix,true
2137-AE33,usc:49:60103,usc:49:60101,usc.field1.edit1,2,1,4,minority-suffix,true
2137-AE33,usc:49:60111,usc:49:60101,usc.field1.edit1,2,1,4,minority-suffix,true
2137-AE33,usc:49:60111,usc:49:60113,usc.field1.edit1,2,1,4,minority-suffix,true
2137-AE33,usc:49:60118,usc:49:60113,usc.field1.edit1,2,1,4,minority-suffix,true
2137-AE37,usc:40:5101,usc:49:5101,usc.field0.edit1,6,2,8,minority-suffix,true
2137-AF22,usc:49:60102,usc:49:60101,usc.field1.edit1,8,1,9,reverted-blip,true
2140-AA50,usc:49:10901,usc:49:10101,usc.field1.edit1,7,2,9,minority-prefix,true
2501-AB57,usc:42:4822,usc:42:4821,usc.field1.edit1,8,1,9,minority-suffix,true
2501-AC47,usc:42:4151,usc:42:4153,usc.field1.edit1,5,1,12,minority-prefix,true
2501-AC61,usc:42:701,usc:41:701,usc.field0.edit1,2,1,3,minority-suffix,true
2501-AC63,usc:42:3535,usc:42:3525,usc.field1.edit1,3,2,5,minority-prefix,true
2501-AC92,usc:12:1716-1723i,usc:12:1716-1723h,usc.field1.edit1,3,2,5,minority-prefix,true
2501-AD33,usc:42:3608,usc:42:3601,usc.field1.edit1,14,2,16,minority-prefix,true
2502-AG96,usc:12:1709,usc:12:1701,usc.field1.edit1,3,1,4,minority-suffix,true
2502-AG96,usc:12:1710,usc:12:1701,usc.field1.transpose,2,1,4,minority-suffix,true
2502-AG96,usc:42:1551a,usc:42:1551,usc.field1.trailing-char,3,1,4,minority-prefix,true
