cfr_part	rule	family	citation_old_to_new	note_text_verbatim
5:2641	compilation-locator	usc	18:1989 -> (removed)	5 U.S.C. ch. 131; 18 U.S.C. 207; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306.
5:2641	compilation-locator	usc	18:1990 -> (removed)	5 U.S.C. ch. 131; 18 U.S.C. 207; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306.
5:294	compilation-locator	usc	5:1987 -> (removed)	5 U.S.C. 552, Freedom of Information Act, Pub. L. 92-502, as amended by the Freedom of Information Reform Act of 1986, Pub. L. 99-570, and E.O. 12600, 52 FR 23781, 3 CFR, 1987 Comp., p. 235.
5:301	compilation-locator	usc	5:1954 -> (removed)	5 U.S.C. 3301, 3302; E.O. 10577, 19 FR 7521, 3 CFR, 1954-1958 Comp., p. 218, as amended by E.O. 10641, 20 FR 8137, 3 CFR, 1954-1958 Comp., p. 274, unless otherwise noted; E.O. 14284, 90 FR 17729.
5:302	compilation-locator	usc	5:1954 -> (removed)	5 U.S.C. 1302, 3301, 3302, 3317, 3318, 3319, 3320, 8151; E.O. 10577, 19 FR 7521, 3 CFR, 1954-1958 Comp., p. 218; E.O. 14171, 90 FR 8625. Sec. 302.105 also issued under 5 U.S.C. 1104; sec. 3(5), Pub. L. 95-454, 92 Stat. 1112 (5 U.S.C. 1101 note). Sec. 302.107 also issued under 5 U.S.C. 9201-9206; sec. 1122(b)(1), Pub. L. 116-92, 133 Stat. 1605 (5 U.S.C. 9201 note). Sec. 302.501 also issued under 5 U.S.C. ch. 77.
5:307	compilation-locator	usc	38:1970 -> (removed)	5 U.S.C. 3301, 3302; 38 U.S.C. 4214; E.O. 11521, 3 CFR, 1970 Comp., p. 912; E.O. 14284, 90 FR 17729.
5:3101	compilation-locator	usc	26:1989 -> (removed)	5 U.S.C. 301, 7301, 7353; 5 U.S.C. App. (Ethics in Government Act of 1978); 18 U.S.C. 212, 213; 26 U.S.C. 7214(b); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.203(a), 2635.403(a), 2635.803, 2635.807(a)(2)(ii).
5:3101	compilation-locator	usc	26:1990 -> (removed)	5 U.S.C. 301, 7301, 7353; 5 U.S.C. App. (Ethics in Government Act of 1978); 18 U.S.C. 212, 213; 26 U.S.C. 7214(b); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.203(a), 2635.403(a), 2635.803, 2635.807(a)(2)(ii).
5:3101	dotted-cfr-section	usc	26:2635 -> (removed)	5 U.S.C. 301, 7301, 7353; 5 U.S.C. App. (Ethics in Government Act of 1978); 18 U.S.C. 212, 213; 26 U.S.C. 7214(b); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.203(a), 2635.403(a), 2635.803, 2635.807(a)(2)(ii).
5:315	compilation-locator	usc	5:1954 -> (removed)	5 U.S.C. 1302, 3301, and 3302. E.O. 10577, 19 FR 7521, 3 CFR, 1954-1958 Comp., p. 218; E.O. 14284, 90 FR 17729. Link to an amendment published at 91 FR 49111, Aug. 3, 2026. Secs. 315.601 and 315.609 also issued under 22 U.S.C. 3651 and 3652. Secs. 315.602 and 315.604 also issued under 5 U.S.C. 1104. Sec. 315.603 also issued under 5 U.S.C. 8151. Sec. 315.605 also issued under 22 U.S.C. 2051, 42 U.S.C. 2991. Sec. 315.606 also issued under E.O. 11219, 30 FR 6381, 3 CFR, 1964-1965 Comp., p. 303. Sec. 315.607 also issued under 22 U.S.C. 2560. Sec. 315.608 also issued under E.O. 12721, 55 FR 31349, 3 CFR, 1990 Comp., p. 293. Sec. 315.610 also issued under 5 U.S.C. 3304(c). Sec. 315.611 also issued under 5 U.S.C. 3304(f). Sec. 315.612 also under 5 U.S.C. 3330d. Sec. 315.613 also issued under 5 U.S.C. 9602. Sec. 315.710 also issued under E.O. 12596, 52 FR 17537, 3 CFR, 1987 Comp., p. 264. Subpart I also issued under 5 U.S.C. 3321, E.O. 12107, 44 FR 1055, 3 CFR, 1978 Comp., p. 264.
5:315	dotted-cfr-section	usc	5:315 -> (removed)	5 U.S.C. 1302, 3301, and 3302. E.O. 10577, 19 FR 7521, 3 CFR, 1954-1958 Comp., p. 218; E.O. 14284, 90 FR 17729. Link to an amendment published at 91 FR 49111, Aug. 3, 2026. Secs. 315.601 and 315.609 also issued under 22 U.S.C. 3651 and 3652. Secs. 315.602 and 315.604 also issued under 5 U.S.C. 1104. Sec. 315.603 also issued under 5 U.S.C. 8151. Sec. 315.605 also issued under 22 U.S.C. 2051, 42 U.S.C. 2991. Sec. 315.606 also issued under E.O. 11219, 30 FR 6381, 3 CFR, 1964-1965 Comp., p. 303. Sec. 315.607 also issued under 22 U.S.C. 2560. Sec. 315.608 also issued under E.O. 12721, 55 FR 31349, 3 CFR, 1990 Comp., p. 293. Sec. 315.610 also issued under 5 U.S.C. 3304(c). Sec. 315.611 also issued under 5 U.S.C. 3304(f). Sec. 315.612 also under 5 U.S.C. 3330d. Sec. 315.613 also issued under 5 U.S.C. 9602. Sec. 315.710 also issued under E.O. 12596, 52 FR 17537, 3 CFR, 1987 Comp., p. 264. Subpart I also issued under 5 U.S.C. 3321, E.O. 12107, 44 FR 1055, 3 CFR, 1978 Comp., p. 264.
5:315	dotted-cfr-section	usc	22:315 -> (removed)	5 U.S.C. 1302, 3301, and 3302. E.O. 10577, 19 FR 7521, 3 CFR, 1954-1958 Comp., p. 218; E.O. 14284, 90 FR 17729. Link to an amendment published at 91 FR 49111, Aug. 3, 2026. Secs. 315.601 and 315.609 also issued under 22 U.S.C. 3651 and 3652. Secs. 315.602 and 315.604 also issued under 5 U.S.C. 1104. Sec. 315.603 also issued under 5 U.S.C. 8151. Sec. 315.605 also issued under 22 U.S.C. 2051, 42 U.S.C. 2991. Sec. 315.606 also issued under E.O. 11219, 30 FR 6381, 3 CFR, 1964-1965 Comp., p. 303. Sec. 315.607 also issued under 22 U.S.C. 2560. Sec. 315.608 also issued under E.O. 12721, 55 FR 31349, 3 CFR, 1990 Comp., p. 293. Sec. 315.610 also issued under 5 U.S.C. 3304(c). Sec. 315.611 also issued under 5 U.S.C. 3304(f). Sec. 315.612 also under 5 U.S.C. 3330d. Sec. 315.613 also issued under 5 U.S.C. 9602. Sec. 315.710 also issued under E.O. 12596, 52 FR 17537, 3 CFR, 1987 Comp., p. 264. Subpart I also issued under 5 U.S.C. 3321, E.O. 12107, 44 FR 1055, 3 CFR, 1978 Comp., p. 264.
5:315	compilation-locator	usc	42:1964 -> (removed)	5 U.S.C. 1302, 3301, and 3302. E.O. 10577, 19 FR 7521, 3 CFR, 1954-1958 Comp., p. 218; E.O. 14284, 90 FR 17729. Link to an amendment published at 91 FR 49111, Aug. 3, 2026. Secs. 315.601 and 315.609 also issued under 22 U.S.C. 3651 and 3652. Secs. 315.602 and 315.604 also issued under 5 U.S.C. 1104. Sec. 315.603 also issued under 5 U.S.C. 8151. Sec. 315.605 also issued under 22 U.S.C. 2051, 42 U.S.C. 2991. Sec. 315.606 also issued under E.O. 11219, 30 FR 6381, 3 CFR, 1964-1965 Comp., p. 303. Sec. 315.607 also issued under 22 U.S.C. 2560. Sec. 315.608 also issued under E.O. 12721, 55 FR 31349, 3 CFR, 1990 Comp., p. 293. Sec. 315.610 also issued under 5 U.S.C. 3304(c). Sec. 315.611 also issued under 5 U.S.C. 3304(f). Sec. 315.612 also under 5 U.S.C. 3330d. Sec. 315.613 also issued under 5 U.S.C. 9602. Sec. 315.710 also issued under E.O. 12596, 52 FR 17537, 3 CFR, 1987 Comp., p. 264. Subpart I also issued under 5 U.S.C. 3321, E.O. 12107, 44 FR 1055, 3 CFR, 1978 Comp., p. 264.
5:315	compilation-locator	usc	22:1990 -> (removed)	5 U.S.C. 1302, 3301, and 3302. E.O. 10577, 19 FR 7521, 3 CFR, 1954-1958 Comp., p. 218; E.O. 14284, 90 FR 17729. Link to an amendment published at 91 FR 49111, Aug. 3, 2026. Secs. 315.601 and 315.609 also issued under 22 U.S.C. 3651 and 3652. Secs. 315.602 and 315.604 also issued under 5 U.S.C. 1104. Sec. 315.603 also issued under 5 U.S.C. 8151. Sec. 315.605 also issued under 22 U.S.C. 2051, 42 U.S.C. 2991. Sec. 315.606 also issued under E.O. 11219, 30 FR 6381, 3 CFR, 1964-1965 Comp., p. 303. Sec. 315.607 also issued under 22 U.S.C. 2560. Sec. 315.608 also issued under E.O. 12721, 55 FR 31349, 3 CFR, 1990 Comp., p. 293. Sec. 315.610 also issued under 5 U.S.C. 3304(c). Sec. 315.611 also issued under 5 U.S.C. 3304(f). Sec. 315.612 also under 5 U.S.C. 3330d. Sec. 315.613 also issued under 5 U.S.C. 9602. Sec. 315.710 also issued under E.O. 12596, 52 FR 17537, 3 CFR, 1987 Comp., p. 264. Subpart I also issued under 5 U.S.C. 3321, E.O. 12107, 44 FR 1055, 3 CFR, 1978 Comp., p. 264.
5:315	compilation-locator	usc	5:1987 -> (removed)	5 U.S.C. 1302, 3301, and 3302. E.O. 10577, 19 FR 7521, 3 CFR, 1954-1958 Comp., p. 218; E.O. 14284, 90 FR 17729. Link to an amendment published at 91 FR 49111, Aug. 3, 2026. Secs. 315.601 and 315.609 also issued under 22 U.S.C. 3651 and 3652. Secs. 315.602 and 315.604 also issued under 5 U.S.C. 1104. Sec. 315.603 also issued under 5 U.S.C. 8151. Sec. 315.605 also issued under 22 U.S.C. 2051, 42 U.S.C. 2991. Sec. 315.606 also issued under E.O. 11219, 30 FR 6381, 3 CFR, 1964-1965 Comp., p. 303. Sec. 315.607 also issued under 22 U.S.C. 2560. Sec. 315.608 also issued under E.O. 12721, 55 FR 31349, 3 CFR, 1990 Comp., p. 293. Sec. 315.610 also issued under 5 U.S.C. 3304(c). Sec. 315.611 also issued under 5 U.S.C. 3304(f). Sec. 315.612 also under 5 U.S.C. 3330d. Sec. 315.613 also issued under 5 U.S.C. 9602. Sec. 315.710 also issued under E.O. 12596, 52 FR 17537, 3 CFR, 1987 Comp., p. 264. Subpart I also issued under 5 U.S.C. 3321, E.O. 12107, 44 FR 1055, 3 CFR, 1978 Comp., p. 264.
5:315	compilation-locator	usc	5:1978 -> (removed)	5 U.S.C. 1302, 3301, and 3302. E.O. 10577, 19 FR 7521, 3 CFR, 1954-1958 Comp., p. 218; E.O. 14284, 90 FR 17729. Link to an amendment published at 91 FR 49111, Aug. 3, 2026. Secs. 315.601 and 315.609 also issued under 22 U.S.C. 3651 and 3652. Secs. 315.602 and 315.604 also issued under 5 U.S.C. 1104. Sec. 315.603 also issued under 5 U.S.C. 8151. Sec. 315.605 also issued under 22 U.S.C. 2051, 42 U.S.C. 2991. Sec. 315.606 also issued under E.O. 11219, 30 FR 6381, 3 CFR, 1964-1965 Comp., p. 303. Sec. 315.607 also issued under 22 U.S.C. 2560. Sec. 315.608 also issued under E.O. 12721, 55 FR 31349, 3 CFR, 1990 Comp., p. 293. Sec. 315.610 also issued under 5 U.S.C. 3304(c). Sec. 315.611 also issued under 5 U.S.C. 3304(f). Sec. 315.612 also under 5 U.S.C. 3330d. Sec. 315.613 also issued under 5 U.S.C. 9602. Sec. 315.710 also issued under E.O. 12596, 52 FR 17537, 3 CFR, 1987 Comp., p. 264. Subpart I also issued under 5 U.S.C. 3321, E.O. 12107, 44 FR 1055, 3 CFR, 1978 Comp., p. 264.
5:316	compilation-locator	usc	5:1954 -> (removed)	5 U.S.C. 3301, 3302, 3316. E.O. 10577, 19 FR 7521, 3 CFR, 1954-1958 Comp., p. 218; E.O. 14284, 90 FR 17729. 5 CFR 2.2(c).
5:3201	compilation-locator	usc	26:1989 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 1819(a), 1822; 18 U.S.C. 212, 213; 26 U.S.C. 1043; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403, 2635.502, 2635.803.
5:3201	compilation-locator	usc	26:1990 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 1819(a), 1822; 18 U.S.C. 212, 213; 26 U.S.C. 1043; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403, 2635.502, 2635.803.
5:3201	dotted-cfr-section	usc	26:2635 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 1819(a), 1822; 18 U.S.C. 212, 213; 26 U.S.C. 1043; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403, 2635.502, 2635.803.
5:330	compilation-locator	usc	5:1954 -> (removed)	5 U.S.C. 1104, 1302, 3301, 3302, 3304, and 3330; E.O. 10577, 3 CFR, 1954-58 Comp., p. 218; Section 330.103 also issued under 5 U.S.C. 3327; Subpart B also issued under 5 U.S.C. 3315 and 8151; Section 330.401 also issued under 5 U.S.C. 3310; Subparts F and G also issued under Presidential Memorandum on Career Transition Assistance for Federal Employees, September 12, 1995; Subpart G also issued under 5 U.S.C. 8337(h) and 8456(b). § 330.1301 also issued under 5 U.S.C. 9201-9206 and Pub. L. 116-92, sec. 1122(b)(1). Link to an amendment published at 91 FR 49216, Aug. 3, 2026.
5:3301	compilation-locator	usc	5:1989 -> (removed)	5 U.S.C. 301, 7301; 5 U.S.C. App. (Ethics in Government Act); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.402(c), 2635.502(e), 2635.604, 2635.802, 2635.803.
5:3301	compilation-locator	usc	5:1990 -> (removed)	5 U.S.C. 301, 7301; 5 U.S.C. App. (Ethics in Government Act); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.402(c), 2635.502(e), 2635.604, 2635.802, 2635.803.
5:3301	dotted-cfr-section	usc	5:2635 -> (removed)	5 U.S.C. 301, 7301; 5 U.S.C. App. (Ethics in Government Act); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.402(c), 2635.502(e), 2635.604, 2635.802, 2635.803.
5:335	compilation-locator	usc	5:1954 -> (removed)	5 U.S.C. 2301, 2302, 3301, 3302, 3304(f), 3330, 9602; sec. 511, Pub. L. 106-117, 113 Stat. 1575; E.O. 10577, 3 CFR, 1954-1958 Comp., p. 218; E.O. 11478, 3 CFR, 1966-1970 Comp., p. 803, unless otherwise noted; E.O. 13087, 3 CFR, 1998 Comp., p. 191; E.O. 13152, 3 CFR, 2000 Comp., p. 264; and 5 CFR 2.2 and 7.1.
5:335	compilation-locator	usc	5:1966 -> (removed)	5 U.S.C. 2301, 2302, 3301, 3302, 3304(f), 3330, 9602; sec. 511, Pub. L. 106-117, 113 Stat. 1575; E.O. 10577, 3 CFR, 1954-1958 Comp., p. 218; E.O. 11478, 3 CFR, 1966-1970 Comp., p. 803, unless otherwise noted; E.O. 13087, 3 CFR, 1998 Comp., p. 191; E.O. 13152, 3 CFR, 2000 Comp., p. 264; and 5 CFR 2.2 and 7.1.
5:335	compilation-locator	usc	5:1998 -> (removed)	5 U.S.C. 2301, 2302, 3301, 3302, 3304(f), 3330, 9602; sec. 511, Pub. L. 106-117, 113 Stat. 1575; E.O. 10577, 3 CFR, 1954-1958 Comp., p. 218; E.O. 11478, 3 CFR, 1966-1970 Comp., p. 803, unless otherwise noted; E.O. 13087, 3 CFR, 1998 Comp., p. 191; E.O. 13152, 3 CFR, 2000 Comp., p. 264; and 5 CFR 2.2 and 7.1.
5:335	compilation-locator	usc	5:2000 -> (removed)	5 U.S.C. 2301, 2302, 3301, 3302, 3304(f), 3330, 9602; sec. 511, Pub. L. 106-117, 113 Stat. 1575; E.O. 10577, 3 CFR, 1954-1958 Comp., p. 218; E.O. 11478, 3 CFR, 1966-1970 Comp., p. 803, unless otherwise noted; E.O. 13087, 3 CFR, 1998 Comp., p. 191; E.O. 13152, 3 CFR, 2000 Comp., p. 264; and 5 CFR 2.2 and 7.1.
5:335	dotted-cfr-section	usc	5:7 -> (removed)	5 U.S.C. 2301, 2302, 3301, 3302, 3304(f), 3330, 9602; sec. 511, Pub. L. 106-117, 113 Stat. 1575; E.O. 10577, 3 CFR, 1954-1958 Comp., p. 218; E.O. 11478, 3 CFR, 1966-1970 Comp., p. 803, unless otherwise noted; E.O. 13087, 3 CFR, 1998 Comp., p. 191; E.O. 13152, 3 CFR, 2000 Comp., p. 264; and 5 CFR 2.2 and 7.1.
5:338	compilation-locator	usc	5:1954 -> (removed)	5 U.S.C. 3301, 3302, 3304; E.O. 10577, 3 CFR, 1954-1958 comp., p. 218.
5:3401	compilation-locator	usc	42:1989 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 42 U.S.C. 7171, 7172; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.402(c), 2635.403, 2635.502(e), 2635.604, 2635.803.
5:3401	compilation-locator	usc	42:1990 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 42 U.S.C. 7171, 7172; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.402(c), 2635.403, 2635.502(e), 2635.604, 2635.803.
5:3401	dotted-cfr-section	usc	42:2635 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 42 U.S.C. 7171, 7172; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.402(c), 2635.403, 2635.502(e), 2635.604, 2635.803.
5:3501	compilation-locator	usc	43:1989 -> (removed)	5 U.S.C. 301, 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 30 U.S.C. 1211; 43 U.S.C. 11, 31(a); E.O. 12674, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.203(a), 2635.403(a), 2635.502, 2635.803, 2635.807.
5:3501	compilation-locator	usc	43:1990 -> (removed)	5 U.S.C. 301, 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 30 U.S.C. 1211; 43 U.S.C. 11, 31(a); E.O. 12674, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.203(a), 2635.403(a), 2635.502, 2635.803, 2635.807.
5:3501	dotted-cfr-section	usc	43:2635 -> (removed)	5 U.S.C. 301, 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 30 U.S.C. 1211; 43 U.S.C. 11, 31(a); E.O. 12674, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.203(a), 2635.403(a), 2635.502, 2635.803, 2635.807.
5:3601	compilation-locator	usc	5:1989 -> (removed)	5 U.S.C. 301, 7301, 7351, 7353; 5 U.S.C. Chapter 131; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.203(a), 2635.204(k), 2635.803, 2635.807.
5:3601	compilation-locator	usc	5:1990 -> (removed)	5 U.S.C. 301, 7301, 7351, 7353; 5 U.S.C. Chapter 131; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.203(a), 2635.204(k), 2635.803, 2635.807.
5:3601	dotted-cfr-section	usc	5:2635 -> (removed)	5 U.S.C. 301, 7301, 7351, 7353; 5 U.S.C. Chapter 131; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.203(a), 2635.204(k), 2635.803, 2635.807.
5:3801	compilation-locator	usc	5:1989 -> (removed)	5 U.S.C. 301, 7301; 5 U.S.C. App.; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; E.O. 12988, 61 FR 4739; 5 CFR 2635.105, 2635.203(a), 2635.403(a), 2635.701-2635.705, 2635.803, 2635.807(a)(2)(ii); and DOJ Order 1200.1, Chap 11-1.
5:3801	compilation-locator	usc	5:1990 -> (removed)	5 U.S.C. 301, 7301; 5 U.S.C. App.; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; E.O. 12988, 61 FR 4739; 5 CFR 2635.105, 2635.203(a), 2635.403(a), 2635.701-2635.705, 2635.803, 2635.807(a)(2)(ii); and DOJ Order 1200.1, Chap 11-1.
5:3801	dotted-cfr-section	usc	5:2635 -> (removed)	5 U.S.C. 301, 7301; 5 U.S.C. App.; E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; E.O. 12988, 61 FR 4739; 5 CFR 2635.105, 2635.203(a), 2635.403(a), 2635.701-2635.705, 2635.803, 2635.807(a)(2)(ii); and DOJ Order 1200.1, Chap 11-1.
5:3901	compilation-locator	usc	47:1989 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 47 U.S.C. 303(r); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.803.
5:3901	compilation-locator	usc	47:1990 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 47 U.S.C. 303(r); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.803.
5:3901	dotted-cfr-section	usc	47:2635 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 47 U.S.C. 303(r); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.803.
5:3902	compilation-locator	usc	47:1989 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 47 U.S.C. 154(b), (j), (i) and 303(r); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2634.103, 2634.601(b), 2634.901(b).
5:3902	compilation-locator	usc	47:1990 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 47 U.S.C. 154(b), (j), (i) and 303(r); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2634.103, 2634.601(b), 2634.901(b).
5:3902	dotted-cfr-section	usc	47:2634 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 47 U.S.C. 154(b), (j), (i) and 303(r); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2634.103, 2634.601(b), 2634.901(b).
5:4001	compilation-locator	usc	12:1989 -> (removed)	5 U.S.C. 7301, 7353; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 2277a-7, 2277a-8; E.O. 12674, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403(a), 2635.502, 2635.702, 2635.802(a), 2635.803.
5:4001	compilation-locator	usc	12:1990 -> (removed)	5 U.S.C. 7301, 7353; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 2277a-7, 2277a-8; E.O. 12674, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403(a), 2635.502, 2635.702, 2635.802(a), 2635.803.
5:4001	dotted-cfr-section	usc	12:2635 -> (removed)	5 U.S.C. 7301, 7353; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 2277a-7, 2277a-8; E.O. 12674, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403(a), 2635.502, 2635.702, 2635.802(a), 2635.803.
5:410	compilation-locator	usc	5:1967 -> (removed)	5 U.S.C. 1103(c), 2301, 2302, 4101, et seq.; E.O. 11348, 3 CFR, 1967 Comp., p. 275, E.O. 11478, 3 CFR 1966-1970 Comp., page 803, unless otherwise noted, E.O. 13087; and E.O. 13152.
5:4101	compilation-locator	usc	12:1989 -> (removed)	5 U.S.C. 7301, 7353; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 2245(c)(2)(C), 2252; E.O. 12674, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403(a), 2635.502, 2635.702, 2635.802(a), 2635.803.
5:4101	compilation-locator	usc	12:1990 -> (removed)	5 U.S.C. 7301, 7353; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 2245(c)(2)(C), 2252; E.O. 12674, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403(a), 2635.502, 2635.702, 2635.802(a), 2635.803.
5:4101	dotted-cfr-section	usc	12:2635 -> (removed)	5 U.S.C. 7301, 7353; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 2245(c)(2)(C), 2252; E.O. 12674, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403(a), 2635.502, 2635.702, 2635.802(a), 2635.803.
